Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
France,Potatoes,2006,263123,1256.5,63768.39,19.21
France,Potatoes,2007,260089,1468.4,90127.66,16.46
France,Potatoes,2008,202215,1438.9,78835.71,21.02
France,Potatoes,2009,274090,1451.0,60326.95,18.67
France,Potatoes,2010,258082,1794.3,76095.05,17.12
France,Potatoes,2011,205979,1735.8,57528.26,16.19
France,Potatoes,2012,235268,1740.2,56973.19,17.05
France,Potatoes,2013,255850,1340.4,61252.34,17.17
France,"Rice, paddy",1995,105215,1602.1,40315.37,19.21
France,"Rice, paddy",1996,107857,1623.5,40805.91,19.42
France,"Rice, paddy",1997,87148,1363.5,83036.06,20.12
France,"Rice, paddy",1998,104526,1512.7,72001.74,19.37
France,"Rice, paddy",1999,105119,1360.5,73782.63,19.13
France,"Rice, paddy",2000,105802,1406.1,42066.48,18.57
France,"Rice, paddy",2001,116200,1498.6,80502.63,22.97
France,"Rice, paddy",2002,106803,1320.1,67816.26,21.91
France,"Rice, paddy",2003,112394,1625.9,45963.98,18.8
France,"Rice, paddy",2004,102998,1238.3,50173.42,16.8
France,"Rice, paddy",2005,116122,1380.1,55656.98,19.08
France,"Rice, paddy",2006,100380,1739.0,75044.98,20.68
France,"Rice, paddy",2007,125122,1435.7,81970.16,18.38
France,"Rice, paddy",2008,97475,1440.6,46873.01,19.17
France,"Rice, paddy",2009,101347,1340.8,87890.4,19.4
France,"Rice, paddy",2010,111775,1521.6,78443.21,19.3
France,"Rice, paddy",2011,109623,1835.0,72111.99,21.32
France,"Rice, paddy",2012,89766,1614.4,51201.62,19.7
France,"Rice, paddy",2013,105568,2015.7,82557.62,14.82
France,Wheat,1995,77142,1665.7,40128.14,23.28
France,Wheat,1996,79856,1381.0,68561.18,19.69
France,Wheat,1997,67540,1445.7,50001.45,19.58
France,Wheat,1998,66218,1692.2,71307.04,21.74
France,Wheat,1999,74734,1412.6,54617.13,20.56
France,Wheat,2000,75350,1690.9,86092.74,18.69
France,Wheat,2001,72204,1551.7,86291.48,19.91
France,Wheat,2002,62275,1119.5,80978.62,20.07
France,Wheat,2003,77261,1062.1,55571.33,20.41
France,Wheat,2004,71723,1558.3,82699.03,20.87
France,Wheat,2005,72120,877.3,39976.05,20.93
France,Wheat,2006,80064,1710.5,76987.89,21.94
France,Wheat,2007,71641,1156.3,43678.01,20.24
France,Wheat,2008,78975,1077.7,76421.15,20.16
France,Wheat,2009,83974,1764.9,72888.87,17.94
France,Wheat,2010,75164,1452.9,75443.03,19.22
France,Wheat,2011,70037,1181.5,50474.64,20.03
France,Wheat,2012,66456,1105.6,66438.74,18.83
France,Wheat,2013,84722,1911.3,62542.82,19.5
France,Soybeans,1995,48124,1168.2,67621.42,17.53
France,Soybeans,1996,40405,1088.4,56985.36,20.17
France,Soybeans,1997,48505,1181.3,82794.4,20.58
France,Soybeans,1998,49559,1500.6,57989.04,16.09
France,Soybeans,1999,45665,1054.7,74820.64,17.71
France,Soybeans,2000,42327,1432.4,75416.59,21.17
France,Soybeans,2001,43112,1578.3,49681.9,20.29
France,Soybeans,2002,45821,1412.5,40551.56,16.53
France,Soybeans,2003,56674,1609.7,65450.71,19.32
France,Soybeans,2004,50604,1362.4,55300.56,19.27
France,Soybeans,2005,55870,1332.7,49625.1,18.07
France,Soybeans,2006,50113,1584.5,59497.71,20.02
France,Soybeans,2007,40422,1134.6,65334.65,18.79
France,Soybeans,2008,46207,1398.8,66071.81,21.63
France,Soybeans,2009,55277,1688.2,78722.76,20.3
France,Soybeans,2010,45931,1377.2,63903.47,17.41
France,Soybeans,2011,46054,1343.0,47140.72,21.04
France,Soybeans,2012,46288,1256.6,43839.13,22.36
France,Soybeans,2013,45821,1549.3,84742.93,22.21
France,Sorghum,1995,57596,1711.1,78504.82,16.15
France,Sorghum,1996,51743,1300.2,53133.23,19.84
France,Sorghum,1997,70010,1333.2,74946.88,20.2
France,Sorghum,1998,58343,2013.7,62014.85,21.96
France,Sorghum,1999,75642,1999.9,88860.95,18.26
France,Sorghum,2000,62371,1929.4,84351.88,18.49
France,Sorghum,2001,65567,1454.2,69504.88,19.97
France,Sorghum,2002,64902,1509.2,52695.69,21.85
France,Sorghum,2003,62286,1917.7,55582.39,20.2
France,Sorghum,2004,66491,1183.0,49362.53,21.9
France,Sorghum,2005,60081,1872.8,60309.99,19.31
France,Sorghum,2006,58838,1136.8,67207.92,16.52
France,Sorghum,2007,52976,1251.5,64878.86,19.16
France,Sorghum,2008,71255,1862.7,60198.89,20.9
France,Sorghum,2009,72387,1783.7,58627.06,20.21
France,Sorghum,2010,55831,1580.1,48749.77,19.64
France,Sorghum,2011,50308,1294.7,83652.83,17.68
France,Sorghum,2012,54685,1476.7,50398.92,18.61
France,Sorghum,2013,57677,1586.3,40636.99,21.38
France,Cassava,1995,176949,1244.4,72606.21,18.82
France,Cassava,1996,190470,1667.0,38305.89,20.67
France,Cassava,1997,178521,1554.1,43172.55,19.82
France,Cassava,1998,194148,1480.5,67591.01,19.52
France,Cassava,1999,197780,1929.2,62914.03,17.24
France,Cassava,2000,184333,1470.5,73756.59,17.88
France,Cassava,2001,145901,1657.4,86860.86,19.45
France,Cassava,2002,167568,1406.6,55794.11,19.07
France,Cassava,2003,184190,1674.1,52704.73,23.06
France,Cassava,2004,160629,1450.6,84589.33,20.31
France,Cassava,2005,183498,1451.7,45624.02,21.92
France,Cassava,2006,142508,1865.1,58196.36,18.65
France,Cassava,2007,156978,1496.1,74749.93,17.66
France,Cassava,2008,169287,1741.8,75581.23,20.89
France,Cassava,2009,147021,1501.1,62786.62,20.56
France,Cassava,2010,153523,1475.8,72237.07,19.07
France,Cassava,2011,153164,1740.3,56762.33,17.99
France,Cassava,2012,163356,1627.1,46826.67,18.22
France,Cassava,2013,195770,1957.5,72584.25,19.29
France,Sweet potatoes,1995,129986,1440.8,52445.09,19.03
France,Sweet potatoes,1996,153310,1232.3,64872.82,17.39
France,Sweet potatoes,1997,140714,1780.5,55537.69,17.91
France,Sweet potatoes,1998,142018,1369.2,42605.34,19.24
France,Sweet potatoes,1999,166043,1485.3,43149.8,19.46
France,Sweet potatoes,2000,145366,1624.5,80545.08,21.53
France,Sweet potatoes,2001,149457,1488.6,66845.24,16.73
France,Sweet potatoes,2002,176082,1614.2,84957.36,19.32
France,Sweet potatoes,2003,167879,1422.3,64346.96,18.43
France,Sweet potatoes,2004,139928,1854.3,46337.78,19.23
France,Sweet potatoes,2005,133858,1326.4,57271.06,20.0
France,Sweet potatoes,2006,155176,1785.4,58230.64,17.65
France,Sweet potatoes,2007,137928,1817.1,76553.46,17.14
France,Sweet potatoes,2008,131937,1561.5,61570.0,20.61
France,Sweet potatoes,2009,159232,1370.3,81084.47,17.4
France,Sweet potatoes,2010,141239,1435.9,76459.67,21.61
France,Sweet potatoes,2011,142872,1637.7,89792.98,17.22
France,Sweet potatoes,2012,176768,1954.0,67791.79,18.47
France,Sweet potatoes,2013,131140,1604.4,83937.47,20.62
France,Yams,1995,132452,1636.1,48449.65,18.63
France,Yams,1996,173603,1571.0,46583.97,19.91
France,Yams,1997,148448,1504.6,80692.01,22.32
France,Yams,1998,153833,1325.7,64261.57,17.77
France,Yams,1999,172556,1590.9,68261.11,20.13
France,Yams,2000,176776,1649.6,59628.57,17.48
France,Yams,2001,155003,1621.8,58042.57,16.43
France,Yams,2002,175806,1417.3,66980.63,16.45
France,Yams,2003,120607,1312.5,39555.99,21.47
France,Yams,2004,151855,1288.8,40412.24,14.33
France,Yams,2005,133980,1603.0,54703.27,16.35
France,Yams,2006,135032,1180.8,66730.41,18.39
France,Yams,2007,167831,1227.7,73783.15,19.23
France,Yams,2008,156712,1484.1,43351.34,17.59
France,Yams,2009,176513,1550.3,66207.62,16.43
France,Yams,2010,185097,1995.9,60431.73,21.27
France,Yams,2011,150362,1353.5,83082.7,20.68
France,Yams,2012,166279,1606.2,49838.76,19.83
France,Yams,2013,162230,1297.2,55430.56,17.49
France,Plantains and others,1995,173444,1269.4,43502.49,20.04
France,Plantains and others,1996,218330,1351.4,40572.3,15.46
France,Plantains and others,1997,186998,1245.3,54648.37,21.07
France,Plantains and others,1998,217340,1240.3,48161.79,19.75
France,Plantains and others,1999,208009,1314.4,83020.46,16.93
France,Plantains and others,2000,215311,1753.6,39785.29,17.4
France,Plantains and others,2001,243270,1774.5,87504.69,19.09
France,Plantains and others,2002,194009,1483.9,57358.37,20.61
France,Plantains and others,2003,230259,1637.1,49681.06,19.73
France,Plantains and others,2004,166880,1406.8,44657.51,20.17
France,Plantains and others,2005,231399,1672.0,80331.9,16.76
France,Plantains and others,2006,179360,1499.0,41712.59,15.53
France,Plantains and others,2007,199583,1606.3,63259.74,17.46
France,Plantains and others,2008,202974,1624.7,50675.56,19.04
France,Plantains and others,2009,191746,1593.6,87160.52,21.82
France,Plantains and others,2010,184184,1318.5,70987.91,19.05
France,Plantains and others,2011,168575,1549.2,67203.61,17.23
France,Plantains and others,2012,195137,1721.3,49846.24,21.54
France,Plantains and others,2013,182740,1574.5,60477.92,22.03
Germany,Maize,1995,98803,1549.2,79368.11,25.52
Germany,Maize,1996,112692,1792.8,56635.73,26.14
Germany,Maize,1997,115222,1850.7,38152.57,27.77
Germany,Maize,1998,111647,1460.9,53469.71,25.06
Germany,Maize,1999,91325,1419.4,43802.35,26.28
Germany,Maize,2000,130132,1719.5,42473.47,26.72
Germany,Maize,2001,124851,1764.2,68210.81,28.94
Germany,Maize,2002,119445,1595.9,70837.07,25.21
Germany,Maize,2003,102003,1672.6,55578.51,29.85
Germany,Maize,2004,127275,1789.5,61358.63,27.21
Germany,Maize,2005,91534,1414.4,40453.25,26.44
Germany,Maize,2006,122666,1272.1,72325.41,24.98
Germany,Maize,2007,100757,1693.2,44708.49,24.03
Germany,Maize,2008,126207,1538.5,55039.91,24.82
Germany,Maize,2009,107268,1382.4,73703.86,26.83
Germany,Maize,2010,108069,1463.6,62155.08,24.54
Germany,Maize,2011,123872,1505.7,39125.57,24.5
Germany,Maize,2012,115388,1894.9,77683.79,27.85
Germany,Maize,2013,106867,1783.1,72283.9,25.47
Germany,Potatoes,1995,202051,1652.5,71216.99,27.05
Germany,Potatoes,1996,239549,1403.1,55246.23,26.62
Germany,Potatoes,1997,252826,1227.2,65316.04,25.1
Germany,Potatoes,1998,238947,1549.0,44292.4,25.97
Germany,Potatoes,1999,202948,1648.6,50600.98,25.61
Germany,Potatoes,2000,223262,1502.7,60269.98,26.7
Germany,Potatoes,2001,235663,1411.6,55204.36,26.16
Germany,Potatoes,2002,195812,1629.1,65648.97,29.17
Germany,Potatoes,2003,199558,1420.8,49296.8,25.97
Germany,Potatoes,2004,211831,2200.1,83066.1,28.13
Germany,Potatoes,2005,208475,1847.7,64577.53,27.57
Germany,Potatoes,2006,206970,1845.4,39896.64,25.42
Germany,Potatoes,2007,242340,1825.7,59742.31,27.91
Germany,Potatoes,2008,227738,1375.8,57097.0,26.2
Germany,Potatoes,2009,178887,1166.3,62545.64,26.93
Germany,Potatoes,2010,229349,1833.3,64872.81,25.9
Germany,Potatoes,2011,252484,1409.9,56729.11,25.09
Germany,Potatoes,2012,250302,1619.4,57344.98,27.55
Germany,Potatoes,2013,262262,1971.7,49609.01,23.36
Germany,"Rice, paddy",1995,90144,1867.2,74042.89,27.01
Germany,"Rice, paddy",1996,85328,1765.8,53139.67,27.81
Germany,"Rice, paddy",1997,98342,1572.4,53565.64,26.72
Germany,"Rice, paddy",1998,87701,1650.9,49106.01,26.32
Germany,"Rice, paddy",1999,94319,1534.1,47162.02,21.02
Germany,"Rice, paddy",2000,99572,1702.5,74128.05,25.49
Germany,"Rice, paddy",2001,111851,1808.1,43686.67,28.23
Germany,"Rice, paddy",2002,81198,1483.3,46123.13,27.65
Germany,"Rice, paddy",2003,109262,1687.4,59955.75,25.83
Germany,"Rice, paddy",2004,79526,1737.3,70558.32,29.11
Germany,"Rice, paddy",2005,83418,1832.3,37930.18,24.53
Germany,"Rice, paddy",2006,102018,1707.2,50434.33,28.14
Germany,"Rice, paddy",2007,106651,1468.8,39461.32,28.37
Germany,"Rice, paddy",2008,105839,1449.7,61629.71,26.3
Germany,"Rice, paddy",2009,113932,1461.4,49698.5,25.38
Germany,"Rice, paddy",2010,89698,1698.5,82834.03,24.65
Germany,"Rice, paddy",2011,106056,1574.9,68867.96,27.32
Germany,"Rice, paddy",2012,89940,1476.2,46813.37,28.67
Germany,"Rice, paddy",2013,111378,1599.5,64438.63,29.08
Germany,Wheat,1995,72675,1925.5,53945.34,24.49
Germany,Wheat,1996,78763,1651.3,62632.54,27.05
Germany,Wheat,1997,70555,1484.4,48748.98,26.79
Germany,Wheat,1998,79916,2173.6,81417.59,27.61
Germany,Wheat,1999,65670,1737.4,74723.64,26.56
Germany,Wheat,2000,81192,1670.2,63960.2,25.49
Germany,Wheat,2001,72791,1749.9,84710.33,29.01
Germany,Wheat,2002,80648,1771.5,83414.27,25.62
Germany,Wheat,2003,62897,1387.0,54864.99,30.49
Germany,Wheat,2004,65104,1890.4,70178.63,27.92
Germany,Wheat,2005,74820,1928.2,60488.39,26.73
Germany,Wheat,2006,80768,1761.9,57398.53,28.65
Germany,Wheat,2007,79337,1549.4,73014.37,27.49
Germany,Wheat,2008,71266,1846.1,43420.15,25.15
Germany,Wheat,2009,70101,1536.4,66549.96,28.41
Germany,Wheat,2010,72638,1667.9,40774.14,26.88
Germany,Wheat,2011,70397,1616.6,41996.59,28.59
Germany,Wheat,2012,72844,1429.8,79386.71,26.06
Germany,Wheat,2013,63277,1342.4,82494.26,26.27
Germany,Soybeans,1995,42392,1597.1,49017.29,23.85
Germany,Soybeans,1996,42114,1394.2,39211.79,27.09
Germany,Soybeans,1997,45549,1667.5,56973.07,29.54
Germany,Soybeans,1998,48669,1704.3,39293.96,26.5
Germany,Soybeans,1999,42002,1607.2,45660.39,27.02
Germany,Soybeans,2000,49541,1486.6,76148.63,27.16
Germany,Soybeans,2001,48633,1480.6,71716.87,27.24
Germany,Soybeans,2002,46480,1580.4,44315.18,26.43
Germany,Soybeans,2003,37552,1554.7,78109.15,27.97
Germany,Soybeans,2004,47940,1742.5,42047.82,26.35
Germany,Soybeans,2005,41333,1760.1,43404.52,26.66
Germany,Soybeans,2006,52207,1595.5,51037.18,26.07
Germany,Soybeans,2007,39441,1963.8,63447.15,29.13
Germany,Soybeans,2008,48733,1474.2,60707.59,26.26
Germany,Soybeans,2009,39306,1700.6,83358.37,27.65
Germany,Soybeans,2010,41966,1405.2,54083.46,25.41
Germany,Soybeans,2011,45726,1002.3,62984.78,27.65
Germany,Soybeans,2012,42462,1321.7,46357.43,25.75
Germany,Soybeans,2013,42138,1826.5,70696.96,28.08
Germany,Sorghum,1995,56473,1901.2,59702.54,29.83
Germany,Sorghum,1996,51866,2190.6,71007.81,26.22
Germany,Sorghum,1997,63259,1445.3,39741.02,27.42
Germany,Sorghum,1998,61393,1286.9,60114.72,26.4
Germany,Sorghum,1999,57505,1612.5,53876.89,27.54
Germany,Sorghum,2000,59301,1713.9,78980.2,26.35
Germany,Sorghum,2001,61199,1326.6,38614.62,25.16
Germany,Sorghum,2002,60849,1167.5,59906.18,25.9
Germany,Sorghum,2003,51704,1302.5,55311.5,26.01
Germany,Sorghum,2004,65773,1686.8,60412.89,24.9
Germany,Sorghum,2005,62752,1624.1,74382.67,26.34
Germany,Sorghum,2006,53631,1683.0,82477.15,27.69
Germany,Sorghum,2007,49731,1539.0,38054.71,26.79
Germany,Sorghum,2008,46407,1556.9,46401.9,26.05
Germany,Sorghum,2009,63962,1469.7,82083.51,27.53
Germany,Sorghum,2010,65075,1913.6,38336.42,28.66
Germany,Sorghum,2011,50330,1352.9,81424.73,28.84
Germany,Sorghum,2012,48998,1433.9,82913.97,27.01
Germany,Sorghum,2013,61900,1706.3,75398.01,24.41
Germany,Cassava,1995,145576,1526.9,79994.18,28.96
Germany,Cassava,1996,151921,1081.2,58050.12,30.65
Germany,Cassava,1997,120456,1139.4,49005.5,27.24
Germany,Cassava,1998,153091,1259.6,43803.53,27.49
Germany,Cassava,1999,175973,1827.9,61116.62,28.07
Germany,Cassava,2000,136565,1273.9,84424.07,28.35
Germany,Cassava,2001,180686,1529.8,39747.59,24.56
Germany,Cassava,2002,151506,1890.8,68839.6,30.14
Germany,Cassava,2003,151739,1617.4,71880.12,26.17
Germany,Cassava,2004,129138,1429.7,48061.5,27.96
Germany,Cassava,2005,153556,1832.0,77525.0,26.17
Germany,Cassava,2006,136431,1960.7,49265.54,27.81
Germany,Cassava,2007,146938,1630.9,85190.1,27.3
Germany,Cassava,2008,147622,1400.0,50472.64,27.94
Germany,Cassava,2009,125881,1416.9,50673.93,25.98
Germany,Cassava,2010,128017,1609.3,42636.78,29.81
Germany,Cassava,2011,169163,1681.7,42755.2,25.44
Germany,Cassava,2012,168005,1704.8,41847.7,27.71
Germany,Cassava,2013,169204,1903.3,67496.47,26.74
Germany,Sweet potatoes,1995,104657,1409.7,38186.49,30.32
Germany,Sweet potatoes,1996,144198,1641.2,63832.34,25.45
Germany,Sweet potatoes,1997,136364,1566.0,81242.98,25.98
Germany,Sweet potatoes,1998,142376,1858.4,74557.32,27.69
Germany,Sweet potatoes,1999,123438,1512.5,79745.03,28.43
Germany,Sweet potatoes,2000,135324,1560.3,75361.15,26.69
Germany,Sweet potatoes,2001,157244,1428.1,80599.67,25.6
Germany,Sweet potatoes,2002,135493,2059.9,60061.71,28.35
Germany,Sweet potatoes,2003,133615,1198.7,61334.15,25.26
Germany,Sweet potatoes,2004,122380,1350.1,62179.27,26.88
Germany,Sweet potatoes,2005,144384,1514.0,67789.47,29.19
Germany,Sweet potatoes,2006,125195,1537.5,56361.15,29.96
Germany,Sweet potatoes,2007,151495,1594.9,78791.44,30.39
Germany,Sweet potatoes,2008,129238,1572.8,68331.21,26.49
Germany,Sweet potatoes,2009,124071,1831.0,47703.03,28.04
Germany,Sweet potatoes,2010,125040,1340.8,52852.16,26.92
Germany,Sweet potatoes,2011,123723,1536.1,76341.11,26.0
Germany,Sweet potatoes,2012,133911,1650.7,85527.32,26.32
Germany,Sweet potatoes,2013,159445,1677.6,82279.31,25.2
Germany,Yams,1995,115671,1234.6,62489.38,28.38
Germany,Yams,1996,133516,1825.5,83077.59,28.26
Germany,Yams,1997,160493,1580.9,70706.24,26.2
Germany,Yams,1998,134815,1441.3,61432.63,25.51
Germany,Yams,1999,145147,1563.1,75434.48,28.6
Germany,Yams,2000,128185,1431.9,77094.51,28.6
Germany,Yams,2001,128983,1268.4,59999.8,27.16
Germany,Yams,2002,123268,1690.2,84723.09,25.95
Germany,Yams,2003,130343,1366.2,39196.59,28.14
Germany,Yams,2004,116950,1610.5,79604.52,31.0
Germany,Yams,2005,167166,1859.1,69842.15,28.64
Germany,Yams,2006,134897,1082.2,52600.25,25.7
Germany,Yams,2007,126856,1358.7,85085.92,23.61
Germany,Yams,2008,158590,1608.9,68009.12,28.09
Germany,Yams,2009,139481,1409.4,57766.93,23.69
Germany,Yams,2010,124058,1429.8,68024.24,26.53
Germany,Yams,2011,151090,1578.2,53512.2,26.8
Germany,Yams,2012,139934,1725.4,80599.33,26.76
Germany,Yams,2013,137546,1830.7,82360.61,25.27
Germany,Plantains and others,1995,169298,1505.2,83508.13,27.72
Germany,Plantains and others,1996,159689,1631.2,59513.5,29.71
Germany,Plantains and others,1997,162494,1373.4,63259.6,27.75
Germany,Plantains and others,1998,165901,1438.7,56666.99,25.61
Germany,Plantains and others,1999,195184,1819.9,71201.3,26.74
Germany,Plantains and others,2000,203596,1643.3,44927.77,25.89
Germany,Plantains and others,2001,210971,1478.3,53950.71,24.35
Germany,Plantains and others,2002,199808,1633.4,43989.81,25.12
Germany,Plantains and others,2003,207905,1566.1,60847.61,28.19
Germany,Plantains and others,2004,178258,1212.3,65332.45,31.57
Germany,Plantains and others,2005,175970,1439.6,75506.51,26.6
Germany,Plantains and others,2006,218248,1667.1,80170.89,25.53
Germany,Plantains and others,2007,186053,1509.7,66815.59,28.58
Germany,Plantains and others,2008,186167,1783.9,62179.76,26.38
Germany,Plantains and others,2009,182605,1620.9,46587.44,27.01
Germany,Plantains and others,2010,200617,1747.9,76222.55,27.79
Germany,Plantains and others,2011,170772,1762.2,81414.81,26.13
Germany,Plantains and others,2012,185576,1657.0,69585.18,28.38
Germany,Plantains and others,2013,192592,2122.7,62751.29,26.91
Japan,Maize,1995,103201,562.1,15350.89,12.44
Japan,Maize,1996,92352,758.7,17699.38,12.82
Japan,Maize,1997,109856,740.2,18282.78,13.34
Japan,Maize,1998,88703,644.3,15352.62,12.31
Japan,Maize,1999,114831,1159.0,12816.88,11.8
Japan,Maize,2000,88432,581.9,18791.48,15.04
Japan,Maize,2001,106725,634.0,10257.73,13.97
Japan,Maize,2002,95912,891.1,13586.96,13.48
Japan,Maize,2003,101879,40.0,13492.13,13.66
Japan,Maize,2004,96144,831.0,20808.18,14.26
Japan,Maize,2005,102989,540.8,17541.3,16.03
Japan,Maize,2006,80974,350.3,14148.62,13.14
Japan,Maize,2007,130244,871.8,16042.7,19.01
Japan,Maize,2008,106185,477.0,14276.55,10.55
Japan,Maize,2009,122969,1295.1,20035.87,14.96
Japan,Maize,2010,94367,815.0,15374.25,12.46
Japan,Maize,2011,91978,726.1,14578.19,12.54
Japan,Maize,2012,89088,962.0,13431.19,14.77
Japan,Maize,2013,94618,775.9,14433.56,14.51
Japan,Potatoes,1995,202033,734.6,10495.23,11.97
Japan,Potatoes,1996,165032,307.3,9109.66,14.75
Japan,Potatoes,1997,202052,900.1,13771.85,12.56
Japan,Potatoes,1998,183301,1083.4,12079.98,13.75
Japan,Potatoes,1999,207916,261.2,14135.04,14.57
Japan,Potatoes,2000,233008,1210.5,15419.69,13.39
Japan,Potatoes,2001,242391,757.5,17082.16,16.52
Japan,Potatoes,2002,195389,267.1,18179.4,11.16
Japan,Potatoes,2003,189916,726.4,14447.28,12.63
Japan,Potatoes,2004,172688,731.0,15153.56,12.2
Japan,Potatoes,2005,246034,1024.8,18574.13,14.67
Japan,Potatoes,2006,192242,831.4,19818.04,13.4
Japan,Potatoes,2007,203923,664.6,14630.22,11.67
Japan,Potatoes,2008,183567,1052.2,15986.81,14.38
Japan,Potatoes,2009,178793,627.8,21390.32,14.87
Japan,Potatoes,2010,242956,899.5,15358.62,14.31
Japan,Potatoes,2011,203304,1117.7,20188.91,15.53
Japan,Potatoes,2012,244027,893.4,20944.94,13.16
Japan,Potatoes,2013,207824,663.8,22093.66,15.52
Japan,"Rice, paddy",1995,80610,974.4,12272.3,17.63
Japan,"Rice, paddy",1996,96656,686.4,10305.84,13.73
Japan,"Rice, paddy",1997,99730,395.6,11736.9,16.38
Japan,"Rice, paddy",1998,78716,774.3,15928.22,16.51
Japan,"Rice, paddy",1999,89751,376.4,11454.31,13.38
Japan,"Rice, paddy",2000,93647,645.0,11567.05,14.85
Japan,"Rice, paddy",2001,91412,772.4,19256.15,14.47
Japan,"Rice, paddy",2002,84124,564.5,13416.18,14.23
Japan,"Rice, paddy",2003,78285,870.0,19559.58,13.61
Japan,"Rice, paddy",2004,88776,600.2,12997.4,11.87
Japan,"Rice, paddy",2005,81566,924.6,15802.15,14.3
Japan,"Rice, paddy",2006,86441,1294.0,18409.91,15.48
Japan,"Rice, paddy",2007,81886,402.7,21014.54,11.38
Japan,"Rice, paddy",2008,93725,896.7,13188.85,14.89
Japan,"Rice, paddy",2009,81229,708.8,21090.54,15.12
Japan,"Rice, paddy",2010,101213,823.7,19857.41,13.87
Japan,"Rice, paddy",2011,84950,297.9,21209.63,15.42
Japan,"Rice, paddy",2012,86057,226.9,17095.79,16.23
Japan,"Rice, paddy",2013,73924,1204.4,12341.96,11.45
Japan,Wheat,1995,73749,845.9,9724.0,11.95
Japan,Wheat,1996,51831,529.5,10786.56,12.59
Japan,Wheat,1997,58564,772.7,15860.83,14.09
Japan,Wheat,1998,56735,633.3,19876.21,10.66
Japan,Wheat,1999,65238,586.7,12478.75,16.23
Japan,Wheat,2000,75123,865.4,9970.79,12.09
Japan,Wheat,2001,76209,737.3,18577.3,13.3
Japan,Wheat,2002,59577,1081.7,13673.09,13.3
Japan,Wheat,2003,54053,427.8,20793.39,13.24
Japan,Wheat,2004,73431,1091.5,15829.61,15.57
Japan,Wheat,2005,73912,737.6,13076.97,11.98
Japan,Wheat,2006,64746,881.5,12554.3,11.78
Japan,Wheat,2007,63418,788.4,14546.98,14.66
Japan,Wheat,2008,60045,433.1,17407.99,13.29
Japan,Wheat,2009,63464,818.1,17259.04,14.53
Japan,Wheat,2010,58784,869.1,15957.94,12.48
Japan,Wheat,2011,57942,627.6,19407.3,12.89
Japan,Wheat,2012,71966,162.0,17265.18,15.86
Japan,Wheat,2013,64494,706.5,10924.1,15.31
Japan,Soybeans,1995,39034,916.7,16046.49,16.92
Japan,Soybeans,1996,38758,431.2,17302.28,14.38
Japan,Soybeans,1997,44633,652.1,13498.48,13.65
Japan,Soybeans,1998,43146,828.8,16171.1,12.56
Japan,Soybeans,1999,39233,624.3,15908.3,10.06
Japan,Soybeans,2000,38155,555.9,11504.34,16.41
Japan,Soybeans,2001,50013,861.6,11626.57,14.63
Japan,Soybeans,2002,46075,881.6,17521.2,13.58
Japan,Soybeans,2003,47104,951.0,13429.25,12.58
Japan,Soybeans,2004,40077,667.6,13571.47,13.29
Japan,Soybeans,2005,39926,975.4,10898.32,12.45
Japan,Soybeans,2006,45218,653.7,14172.44,12.76
Japan,Soybeans,2007,38481,1091.4,18702.27,15.4
Japan,Soybeans,2008,49203,832.4,16759.19,14.92
Japan,Soybeans,2009,41442,512.2,15189.09,14.6
Japan,Soybeans,2010,34554,812.0,16184.92,12.4
Japan,Soybeans,2011,38471,388.4,11900.82,13.8
Japan,Soybeans,2012,41858,744.3,21694.35,10.87
Japan,Soybeans,2013,48449,805.3,16190.12,14.84
Japan,Sorghum,1995,44980,907.2,11926.94,13.44
Japan,Sorghum,1996,60826,728.9,18889.0,15.31
Japan,Sorghum,1997,52422,674.5,13121.8,12.5
Japan,Sorghum,1998,54969,531.4,15323.96,15.0
Japan,Sorghum,1999,59258,737.1,16008.61,13.11
Japan,Sorghum,2000,42387,520.2,14988.01,13.08
Japan,Sorghum,2001,44594,725.8,13529.16,16.19
Japan,Sorghum,2002,62337,971.2,12644.49,16.46
Japan,Sorghum,2003,41640,594.1,15774.68,10.63
Japan,Sorghum,2004,49242,662.4,10593.13,14.57
Japan,Sorghum,2005,45590,781.3,17741.24,17.58
Japan,Sorghum,2006,57857,896.5,10822.99,12.66
Japan,Sorghum,2007,42826,994.2,11778.83,11.05
Japan,Sorghum,2008,50578,628.5,13725.45,13.08
Japan,Sorghum,2009,55405,1019.8,17782.65,14.24
Japan,Sorghum,2010,53670,563.2,15134.76,9.58
Japan,Sorghum,2011,57339,480.9,20700.72,14.5
Japan,Sorghum,2012,58100,1276.2,13776.07,13.4
Japan,Sorghum,2013,54596,367.1,11038.66,15.04
Japan,Cassava,1995,142826,786.3,13400.82,12.83
Japan,Cassava,1996,130592,399.6,17584.22,12.71
Japan,Cassava,1997,129258,685.0,16404.88,13.27
Japan,Cassava,1998,111069,428.1,16736.53,11.53
Japan,Cassava,1999,156795,523.7,9993.9,14.71
Japan,Cassava,2000,144377,623.9,17231.17,15.26
Japan,Cassava,2001,139449,592.9,15304.63,14.92
Japan,Cassava,2002,122652,868.8,11327.58,13.1
Japan,Cassava,2003,141471,1103.0,11776.7,15.01
Japan,Cassava,2004,168409,965.3,14799.59,14.92
Japan,Cassava,2005,153336,640.3,16307.51,16.27
Japan,Cassava,2006,132721,923.5,13994.82,13.95
Japan,Cassava,2007,165572,966.3,17066.32,15.61
